	agt	league	split	playoffs	date	game	patch	side	team	ban1	ban2	ban3	ban4	ban5	gamelength	result	kills	deaths	assists	doublekills	triplekills	quadrakills	pentakills	firstblood	team kpm	firstdragon	dragons	opp_dragons	elementaldrakes	opp_elementaldrakes	infernals	mountains	clouds	oceans	dragons (type unknown)	elders	opp_elders	firstherald	heralds	opp_heralds	firstbaron	barons	opp_barons	firsttower	towers	opp_towers	firstmidtower	firsttothreetowers	inhibitors	opp_inhibitors	damagetochampions	dpm	damageshare	damagetakenperminute	damagemitigatedperminute	wardsplaced	wpm	wardskilled	wcpm	controlwardsbought	visionscore	vspm	totalgold	earnedgold	earned gpm	earnedgoldshare	goldspent	gspd	total cs	minionkills	monsterkills	monsterkillsownjungle	monsterkillsenemyjungle	cspm	goldat10	xpat10	csat10	opp_goldat10	opp_xpat10	opp_csat10	golddiffat10	xpdiffat10	csdiffat10	goldat15	xpat15	csat15	opp_goldat15	opp_xpat15	opp_csat15	golddiffat15	xpdiffat15	csdiffat15
33	5661-7266	LPL	Spring	0	2020/1/16 10:33	2	10.1	Red	EDward Gaming	Akali	Aphelios	Pantheon	Mordekaiser	Ornn	2484	1	25	5	49	2	1	0	0	1	0.6039	1	5	1	4	1	2	1	0	1	NaN	1	0	0	0	2	1	1	0	0	9	5	1	1	2	1	69211	1671.7633	NaN	2247.6087	2274.5894	183	4.4203	75	1.8116	76	391	9.4444	77400	50685	1224.2754	NaN	71550	0.098702	NaN	NaN	232	149	18	NaN	16399	17862	296	14188	16745	306	2211	1117	-10	24430	28018	477	23043	26726	479	1387	1292	-2
34	5662-7264	LPL	Spring	0	2020/1/16 11:47	1	10.01	Blue	Rogue Warriors	Irelia	Qiyana	Rumble	Rek'Sai	Camille	2436	1	18	19	40	1	0	0	0	1	0.4433	0	3	4	2	4	1	1	0	0	NaN	1	0	1	1	1	1	2	0	0	8	5	0	0	1	1	86195	2123.0296	NaN	3233.5961	2738.1034	159	3.9163	71	1.7488	59	372	9.1626	71903	45678	1125.0739	NaN	60660	-0.000906	NaN	NaN	283	193	21	NaN	16009	18460	337	14662	18192	321	1347	268	16	23177	27126	502	24002	29130	487	-825	-2004	15
35	5662-7264	LPL	Spring	0	2020/1/16 11:47	1	10.01	Red	Suning	Akali	Aphelios	Olaf	Pantheon	Renekton	2436	0	19	18	42	1	0	0	0	0	0.468	1	4	3	4	2	3	0	1	0	NaN	0	1	0	1	1	0	0	2	1	5	8	1	1	1	1	95880	2361.5764	NaN	2933.5468	3084.3103	155	3.8177	58	1.4286	57	312	7.6847	62338	36113	889.4828	NaN	60715	0.000906	NaN	NaN	227	150	14	NaN	14662	18192	321	16009	18460	337	-1347	-268	-16	24002	29130	487	23177	27126	502	825	2004	-15
36	5662-7267	LPL	Spring	0	2020/1/16 12:49	2	10.1	Blue	Suning	Olaf	Ryze	Pantheon	Braum	Nautilus	2097	0	11	12	25	1	1	0	0	1	0.3147	1	2	3	2	3	1	1	0	0	NaN	0	0	1	2	0	0	0	1	0	3	8	1	1	0	1	59713	1708.5265	NaN	2571.2446	3349.5851	131	3.7482	55	1.5737	56	250	7.1531	53707	30940	885.2647	NaN	51750	-0.03745	NaN	NaN	211	153	18	NaN	15285	17727	305	15081	17586	325	204	141	-20	24159	27320	462	24146	28055	515	13	-735	-53
37	5662-7267	LPL	Spring	0	2020/1/16 12:49	2	10.1	Red	Rogue Warriors	Akali	Aphelios	Qiyana	Rek'Sai	Jarvan IV	2097	1	12	11	34	1	1	0	0	0	0.3433	0	3	2	3	2	0	2	0	1	NaN	0	0	0	0	2	1	1	0	1	8	3	0	0	1	0	67138	1920.9728	NaN	2617.5966	2086.6667	124	3.5479	55	1.5737	39	275	7.8684	60462	37695	1078.5408	NaN	53725	0.03745	NaN	NaN	242	152	25	NaN	15081	17586	325	15285	17727	305	-204	-141	20	24146	28055	515	24159	27320	462	-13	735	53
38	5663-7268	LPL	Spring	0	2020/1/17 9:20	1	10.01	Blue	FunPlus Phoenix	Olaf	Miss Fortune	Qiyana	Tahm Kench	Mordekaiser	2575	0	10	22	24	2	0	0	0	0	0.233	0	2	5	NaN	NaN	NaN	NaN	NaN	NaN	2	NaN	NaN	1	2	0	0	0	3	1	6	9	0	1	0	3	53467	1245.833	NaN	2609.3825	2337.0175	158	3.6816	92	2.1437	80	309	7.2	69346	41703	971.7204	NaN	66250	-0.081517	NaN	NaN	287	190	26	NaN	17638	20997	376	16786	19303	336	852	1694	40	27609	31575	578	25356	29988	524	2253	1587	54
39	5663-7268	LPL	Spring	0	2020/1/17 9:20	1	10.01	Red	eStar	Akali	Lucian	Elise	Aatrox	Ornn	2575	1	22	10	69	3	1	1	0	1	0.5126	1	5	2	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	0	0	2	1	3	0	0	9	6	1	0	3	0	78647	1832.5515	NaN	2190.0583	2333.7087	214	4.9864	95	2.2136	69	458	10.6718	79084	51441	1198.6252	NaN	71880	0.081517	NaN	NaN	241	153	24	NaN	16786	19303	336	17638	20997	376	-852	-1694	-40	25356	29988	524	27609	31575	578	-2253	-1587	-54
40	5663-7269	LPL	Spring	0	2020/1/17 10:25	2	10.1	Blue	FunPlus Phoenix	Olaf	Senna	Rumble	Thresh	Gragas	2343	1	26	15	63	6	1	0	0	0	0.6658	1	2	4	2	4	0	1	0	1	NaN	0	0	1	1	0	1	1	1	1	11	4	0	1	4	0	88339	2262.2023	NaN	3021.6389	4145.6082	130	3.3291	77	1.9718	58	271	6.9398	73964	48687	1246.7862	NaN	66593	0.055054	NaN	NaN	301	153	82	NaN	15181	18566	336	14463	16557	289	718	2009	47	24280	28272	507	23622	28043	493	658	229	14
41	5663-7269	LPL	Spring	0	2020/1/17 10:25	2	10.1	Red	eStar	Akali	Lucian	Elise	Gangplank	Aatrox	2343	0	15	26	36	0	0	0	0	1	0.3841	0	4	2	4	2	1	0	0	3	NaN	0	0	0	0	1	0	1	1	0	4	11	1	0	0	4	82447	2111.3188	NaN	2956.5941	3165.5826	178	4.5583	65	1.6645	56	362	9.2702	66996	41719	1068.3483	NaN	63025	-0.055054	NaN	NaN	188	123	9	NaN	14463	16557	289	15181	18566	336	-718	-2009	-47	23622	28043	493	24280	28272	507	-658	-229	-14
42	5663-7270	LPL	Spring	0	2020/1/17 11:25	3	10.1	Blue	eStar	Lucian	Elise	Akali	Braum	Tahm Kench	1617	1	23	11	59	5	0	0	0	1	0.8534	1	4	0	4	0	0	1	1	2	NaN	0	0	0	1	1	1	1	0	1	10	3	1	1	2	0	58526	2171.6512	NaN	2821.3729	2544.3043	98	3.6364	47	1.744	43	212	7.8664	53710	35839	1329.833	NaN	47430	0.095127	NaN	NaN	174	100	28	NaN	18244	18206	307	15360	16691	293	2884	1515	14	27982	29317	498	23883	27711	466	4099	1606	32
43	5663-7270	LPL	Spring	0	2020/1/17 11:25	3	10.1	Red	FunPlus Phoenix	Senna	Aphelios	Olaf	Cassiopeia	Thresh	1617	0	11	23	23	1	0	0	0	0	0.4082	0	0	4	0	4	0	0	0	0	NaN	0	0	1	1	1	0	0	1	0	3	10	0	0	0	2	44114	1636.8831	NaN	3112.8757	2672.5417	96	3.5622	39	1.4471	37	188	6.9759	44685	26814	994.9536	NaN	43123	-0.095127	NaN	NaN	143	104	8	NaN	15360	16691	293	18244	18206	307	-2884	-1515	-14	23883	27711	466	27982	29317	498	-4099	-1606	-32
44	5664-7277	LPL	Spring	0	2020/1/17 12:22	1	10.1	Blue	LNG Esports	Elise	Gangplank	Qiyana	Leona	Mordekaiser	1961	0	10	19	24	0	0	0	0	0	0.306	0	1	4	1	4	0	1	0	0	NaN	0	0	1	2	0	0	0	1	1	2	7	0	0	0	1	52778	1614.8292	NaN	3153.5951	2841.2035	119	3.641	52	1.591	45	240	7.3432	52969	31589	966.5171	NaN	51320	-0.104962	NaN	NaN	183	136	0	NaN	14794	18334	331	15521	18753	343	-727	-419	-12	23760	29014	532	24005	30348	554	-245	-1334	-22
45	5664-7277	LPL	Spring	0	2020/1/17 12:22	1	10.1	Red	Top Esports	Akali	Jarvan IV	Olaf	Braum	Ornn	1961	1	19	10	34	2	0	0	0	1	0.5813	1	4	1	4	1	1	2	1	0	NaN	0	0	0	0	2	1	1	0	0	7	2	1	1	1	0	75995	2325.1912	NaN	2518.103	1898.2458	118	3.6104	64	1.9582	49	273	8.3529	61654	40274	1232.2489	NaN	57005	0.104962	NaN	NaN	255	178	12	NaN	15521	18753	343	14794	18334	331	727	419	12	24005	30348	554	23760	29014	532	245	1334	22
46	5664-7271	LPL	Spring	0	2020/1/17 13:16	2	10.1	Blue	Top Esports	Jarvan IV	Gragas	Qiyana	Nautilus	Leona	1830	1	13	6	35	1	0	0	0	0	0.4262	0	1	3	1	3	0	0	1	0	NaN	0	0	1	2	0	1	1	0	1	9	2	1	1	1	0	52141	1709.541	NaN	2296.0984	2362.4262	100	3.2787	48	1.5738	39	248	8.1311	55311	35267	1156.2951	NaN	48335	0.11833	NaN	NaN	207	113	30	NaN	15066	17122	285	14864	16704	292	202	418	-7	24052	27122	477	22107	27112	481	1945	10	-4
47	5664-7271	LPL	Spring	0	2020/1/17 13:16	2	10.1	Red	LNG Esports	Akali	Elise	Aphelios	Gangplank	Tahm Kench	1830	0	6	13	16	0	0	0	0	1	0.1967	1	3	1	3	1	0	1	1	1	NaN	0	0	0	0	2	0	0	1	0	2	9	0	0	0	1	38750	1270.4918	NaN	2497.6393	2579.4426	91	2.9836	36	1.1803	35	196	6.4262	46147	26103	855.8361	NaN	42935	-0.11833	NaN	NaN	174	118	17	NaN	14864	16704	292	15066	17122	285	-202	-418	7	22107	27112	481	24052	27122	477	-1945	-10	4
48	5665-7276	LPL	Spring	0	2020/1/18 9:40	1	10.1	Blue	JD Gaming	Elise	Lucian	Rumble	Thresh	Irelia	1653	1	18	5	52	3	1	0	0	0	0.6534	0	2	2	2	2	0	2	0	0	NaN	0	0	1	1	1	1	1	0	1	9	2	1	1	1	0	55576	2017.2777	NaN	2566.1706	2348.3848	132	4.7913	63	2.2868	43	302	10.9619	54575	36336	1318.9111	NaN	46425	0.156294	NaN	NaN	230	140	26	NaN	16650	19000	357	15897	19070	344	753	-70	13	27307	30708	564	23073	28969	524	4234	1739	40
49	5665-7276	LPL	Spring	0	2020/1/18 9:40	1	10.1	Red	Team WE	Gragas	LeBlanc	Akali	Mordekaiser	Taliyah	1653	0	5	18	14	0	0	0	0	1	0.1815	1	2	2	2	2	1	0	0	1	NaN	0	0	0	1	1	0	0	1	0	2	9	0	0	0	1	40254	1461.1252	NaN	2652.4864	2074.882	100	3.6298	59	2.1416	39	178	6.461	41046	22807	827.8403	NaN	39695	-0.156294	NaN	NaN	154	120	1	NaN	15897	19070	344	16650	19000	357	-753	70	-13	23073	28969	524	27307	30708	564	-4234	-1739	-40
50	5665-7272	LPL	Spring	0	2020/1/18 10:33	2	10.1	Blue	Team WE	Gragas	Pantheon	LeBlanc	Lee Sin	Jarvan IV	1726	0	3	23	7	0	0	0	0	0	0.1043	0	0	4	0	4	0	0	0	0	NaN	0	0	1	1	1	0	0	2	0	3	9	1	0	0	1	47200	1640.7879	NaN	2681.6802	1598.482	98	3.4067	29	1.0081	30	186	6.4658	43317	24334	845.9096	NaN	41008	-0.239962	NaN	NaN	150	112	11	NaN	14408	17192	286	15836	17696	302	-1428	-504	-16	22737	27982	486	25051	30327	506	-2314	-2345	-20
51	5665-7272	LPL	Spring	0	2020/1/18 10:33	2	10.1	Red	JD Gaming	Akali	Lucian	Rumble	Elise	Renekton	1726	1	23	3	49	3	0	0	0	1	0.7995	1	4	0	4	0	1	2	0	1	NaN	0	0	0	1	1	1	2	0	1	9	3	0	1	1	0	55844	1941.2746	NaN	2690.6489	3650.7184	84	2.92	53	1.8424	39	229	7.9606	57406	38423	1335.6779	NaN	52190	0.239962	NaN	NaN	198	103	29	NaN	15836	17696	302	14408	17192	286	1428	504	16	25051	30327	506	22737	27982	486	2314	2345	20
52	5666-7273	LPL	Spring	0	2020/1/18 11:22	1	10.1	Blue	Bilibili Gaming	Pantheon	Senna	Elise	Mordekaiser	Irelia	1856	0	6	18	12	1	0	0	0	0	0.194	0	1	4	1	4	0	0	0	1	NaN	0	0	1	2	0	0	0	1	1	4	9	1	1	0	1	43873	1418.3082	NaN	2278.4483	1951.1961	112	3.6207	66	2.1336	46	252	8.1466	48983	28674	926.9612	NaN	48590	-0.074023	NaN	NaN	180	126	12	NaN	14622	18083	333	14649	18473	331	-27	-390	2	23837	28919	545	23798	30469	544	39	-1550	1
53	5666-7273	LPL	Spring	0	2020/1/18 11:22	1	10.1	Red	Royal Never Give Up	Akali	Aphelios	Qiyana	Zoe	LeBlanc	1856	1	18	6	43	3	0	0	0	1	0.5819	1	4	1	4	1	1	1	0	2	NaN	0	0	0	0	2	1	1	0	0	9	4	0	0	1	0	47985	1551.2392	NaN	2234.8707	2592.1228	134	4.3319	50	1.6164	57	255	8.2435	58018	37709	1219.0409	NaN	52325	0.074023	NaN	NaN	206	136	20	NaN	14649	18473	331	14622	18083	333	27	390	-2	23798	30469	544	23837	28919	545	-39	1550	-1
54	5666-7274	LPL	Spring	0	2020/1/18 12:14	2	10.01	Blue	Royal Never Give Up	Qiyana	Rumble	Elise	Fiora	Camille	2909	0	1	7	1	0	0	0	0	0	0.0206	1	4	4	NaN	NaN	NaN	NaN	NaN	NaN	4	NaN	NaN	0	0	1	0	0	2	0	5	9	1	0	1	1	60535	1248.5734	NaN	2084.077	1986.7652	239	4.9295	126	2.5988	80	462	9.529	74845	43795	903.3001	NaN	71860	-0.136145	NaN	NaN	352	244	34	NaN	13856	17041	296	15380	17865	324	-1524	-824	-28	24516	30705	544	25931	29827	548	-1415	878	-4
55	5666-7274	LPL	Spring	0	2020/1/18 12:14	2	10.01	Red	Bilibili Gaming	Akali	Lucian	Mordekaiser	Shen	Rakan	2909	1	7	1	10	0	0	0	0	1	0.1444	0	4	4	NaN	NaN	NaN	NaN	NaN	NaN	4	NaN	NaN	1	1	0	1	2	0	1	9	5	0	1	1	1	64884	1338.2743	NaN	1961.1482	2122.6676	206	4.2489	108	2.2276	76	469	9.6734	85554	54504	1124.1801	NaN	82358	0.136145	NaN	NaN	294	188	23	NaN	15380	17865	324	13856	17041	296	1524	824	28	25931	29827	548	24516	30705	544	1415	-878	4
56	5666-7275	LPL	Spring	0	2020/1/18 13:23	3	10.1	Blue	Bilibili Gaming	Rakan	Lucian	Elise	LeBlanc	Zoe	2162	1	18	7	52	4	0	0	0	1	0.4995	1	3	3	3	3	1	0	0	2	NaN	0	0	1	2	0	NaN	0	0	1	9	1	1	1	1	0	60292	1673.2285	NaN	2491.9704	1836.827	152	4.2183	69	1.9149	50	348	9.6577	63276	39846	1105.8094	NaN	56945	0.081989	NaN	NaN	289	191	20	NaN	14720	17298	308	15036	17126	279	-316	172	29	24874	27126	476	23092	27777	489	1782	-651	-13
57	5666-7275	LPL	Spring	0	2020/1/18 13:23	3	10.1	Red	Royal Never Give Up	Akali	Aphelios	Qiyana	Gragas	Gangplank	2162	0	7	18	13	1	0	0	0	0	0.1943	0	3	3	3	3	0	1	0	2	NaN	0	0	0	0	2	NaN	0	0	0	1	9	0	0	0	1	54587	1514.9029	NaN	2554.3293	2397.5301	141	3.913	59	1.6374	50	293	8.1314	54504	31074	862.3682	NaN	52460	-0.081989	NaN	NaN	203	157	3	NaN	15036	17126	279	14720	17298	308	316	-172	-29	23092	27777	489	24874	27126	476	-1782	651	13
58	5667-7278	LPL	Spring	0	2020/1/19 9:23	1	10.1	Blue	Vici Gaming	Aurelion Sol	Cassiopeia	Elise	Nidalee	Gragas	1971	0	5	11	16	0	0	0	0	0	0.1522	0	0	4	0	4	0	0	0	0	NaN	0	0	1	1	1	0	0	2	0	2	10	0	0	0	2	44575	1356.9254	NaN	2542.2222	2176.5601	129	3.9269	39	1.1872	42	224	6.8189	51942	30460	927.2451	NaN	48800	-0.128924	NaN	NaN	202	156	5	NaN	14183	17527	300	15281	17904	322	-1098	-377	-22	22025	27183	477	23495	27762	511	-1470	-579	-34
59	5667-7278	LPL	Spring	0	2020/1/19 9:23	1	10.1	Red	Dominus Esports	Akali	Mordekaiser	Lucian	Ornn	Irelia	1971	1	11	5	24	2	1	0	0	1	0.3349	1	4	0	4	0	2	1	1	0	NaN	0	0	0	1	1	1	2	0	1	10	2	1	1	2	0	50937	1550.5936	NaN	2107.6712	2338.691	95	2.8919	56	1.7047	42	236	7.1842	60777	39295	1196.1948	NaN	55525	0.128924	NaN	NaN	221	140	13	NaN	15281	17904	322	14183	17527	300	1098	377	22	23495	27762	511	22025	27183	477	1470	579	34
60	5667-7279	LPL	Spring	0	2020/1/19 10:23	2	10.1	Blue	Vici Gaming	Zilean	Aurelion Sol	Aphelios	Rek'Sai	Lee Sin	2122	1	16	9	38	2	0	0	0	1	0.4524	1	5	0	4	0	2	0	1	1	NaN	1	0	1	2	0	0	1	1	1	9	7	1	1	2	1	64632	1827.4835	NaN	2932.8181	3564.147	116	3.2799	79	2.2337	50	295	8.3412	67865	44843	1267.9453	NaN	59075	0.013154	NaN	NaN	234	142	24	NaN	16376	19376	347	14732	17670	310	1644	1706	37	26356	29721	526	23345	27845	504	3011	1876	22
61	5667-7279	LPL	Spring	0	2020/1/19 10:23	2	10.1	Red	Dominus Esports	Akali	Mordekaiser	Irelia	Thresh	Ornn	2122	0	9	16	21	0	0	0	0	0	0.2545	0	0	5	0	4	0	0	0	0	NaN	0	1	0	0	2	1	1	1	0	7	9	0	0	1	2	64006	1809.7832	NaN	2618.5957	2423.1008	143	4.0434	58	1.64	48	298	8.426	61108	38086	1076.8897	NaN	58303	-0.013154	NaN	NaN	256	179	25	NaN	14732	17670	310	16376	19376	347	-1644	-1706	-37	23345	27845	504	26356	29721	526	-3011	-1876	-22
62	5667-7280	LPL	Spring	0	2020/1/19 11:22	3	10.1	Blue	Vici Gaming	LeBlanc	Irelia	Renekton	Gragas	Vladimir	2087	1	13	11	34	1	1	0	0	1	0.3737	0	1	4	0	4	0	0	0	0	NaN	1	0	1	2	0	1	2	0	1	9	4	0	1	1	0	46990	1350.9344	NaN	2088.2415	1953.0906	139	3.9962	62	1.7825	55	284	8.1648	64225	41560	1194.8251	NaN	56110	0.012139	NaN	NaN	248	161	23	NaN	15938	17203	304	15528	17577	302	410	-374	2	24311	27254	485	23911	27866	497	400	-612	-12
63	5667-7280	LPL	Spring	0	2020/1/19 11:22	3	10.1	Red	Dominus Esports	Akali	Mordekaiser	Rumble	Ornn	Jayce	2087	0	11	13	15	0	0	0	0	0	0.3162	1	4	1	4	0	0	1	2	1	NaN	0	1	0	0	2	0	0	2	0	4	9	1	0	0	1	44046	1266.2961	NaN	2294.3172	2223.0474	139	3.9962	69	1.9837	47	289	8.3086	57571	34906	1003.5266	NaN	55433	-0.012139	NaN	NaN	219	154	10	NaN	15528	17577	302	15938	17203	304	-410	374	-2	23911	27866	497	24311	27254	485	-400	612	12
64	5668-7281	LPL	Spring	0	2020/1/19 12:27	1	10.1	Blue	EDward Gaming	Gragas	Lucian	Qiyana	Gangplank	Rumble	1841	1	18	4	40	2	0	0	0	1	0.5866	1	4	0	4	0	0	1	1	2	NaN	0	0	0	0	2	1	1	0	0	9	2	0	1	2	0	51897	1691.3743	NaN	2114.7637	2688.0065	118	3.8457	55	1.7925	55	244	7.9522	56475	36319	1183.6719	NaN	52010	0.13171	NaN	NaN	205	136	14	NaN	16164	17908	320	15852	17321	332	312	587	-12	23457	26844	490	24094	27718	539	-637	-874	-49
65	5668-7281	LPL	Spring	0	2020/1/19 12:27	1	10.1	Red	Top Esports	Akali	Renekton	Elise	LeBlanc	Ornn	1841	0	4	18	14	0	0	0	0	0	0.1304	0	0	4	0	4	0	0	0	0	NaN	0	0	1	2	0	0	0	1	1	2	9	1	0	0	2	38837	1265.736	NaN	2309.5926	2309.0386	119	3.8783	45	1.4666	48	230	7.4959	46226	26070	849.6469	NaN	45583	-0.13171	NaN	NaN	177	128	6	NaN	15852	17321	332	16164	17908	320	-312	-587	12	24094	27718	539	23457	26844	490	637	874	49
66	5668-7282	LPL	Spring	0	2020/1/19 13:19	2	10.1	Blue	Top Esports	Renekton	Miss Fortune	Aphelios	LeBlanc	Rumble	1657	1	14	4	42	0	0	0	0	0	0.5069	0	3	1	3	1	0	0	1	2	NaN	0	0	1	2	0	1	1	0	1	10	2	1	1	2	0	43462	1573.7598	NaN	2103.1141	1886.9403	96	3.4762	41	1.4846	41	210	7.6041	52489	34210	1238.7447	NaN	48000	0.212874	NaN	NaN	219	135	12	NaN	14947	17617	335	14857	17774	287	90	-157	48	23782	28487	518	22181	27158	462	1601	1329	56
67	5668-7282	LPL	Spring	0	2020/1/19 13:19	2	10.1	Red	EDward Gaming	Akali	Gragas	Elise	Zoe	Kennen	1657	0	4	14	5	0	0	0	0	1	0.1448	1	1	3	1	3	0	1	0	0	NaN	0	0	0	0	2	0	0	1	0	2	10	0	0	0	2	29950	1084.49	NaN	2427.9903	1765.0573	89	3.2227	43	1.557	48	185	6.6989	41349	23070	835.3651	NaN	38765	-0.212874	NaN	NaN	145	116	7	NaN	14857	17774	287	14947	17617	335	-90	157	-48	22181	27158	462	23782	28487	518	-1601	-1329	-56
68	5668-7283	LPL	Spring	0	2020/1/19 14:07	3	10.1	Blue	EDward Gaming	Gragas	Braum	Senna	Rumble	Mordekaiser	1871	0	4	13	7	0	0	0	0	0	0.1283	0	0	5	0	4	0	0	0	0	NaN	0	1	0	1	1	0	0	1	1	3	9	0	0	0	2	38072	1220.9086	NaN	2336.9856	1626.9909	104	3.3351	48	1.5393	61	236	7.5681	46855	26393	846.3816	NaN	45220	-0.079218	NaN	NaN	183	126	3	NaN	14404	17710	307	14757	17791	309	-353	-81	-2	22459	28922	521	22868	28501	511	-409	421	10
69	5668-7283	LPL	Spring	0	2020/1/19 14:07	3	10.1	Red	Top Esports	Akali	Renekton	Miss Fortune	Qiyana	Gangplank	1871	1	13	4	30	1	0	0	0	1	0.4169	1	5	0	4	0	0	1	2	1	NaN	1	0	1	1	1	1	1	0	0	9	3	1	1	2	0	51054	1637.2207	NaN	1951.2026	2560.0855	112	3.5917	39	1.2507	42	230	7.3757	55135	34673	1111.9081	NaN	48950	0.079218	NaN	NaN	189	132	12	NaN	14757	17791	309	14404	17710	307	353	81	2	22868	28501	511	22459	28922	521	409	-421	-10
70	ESPORTSTMNT01/1302595	LCK	Spring	0	2020/2/5 6:34	1	10.02	Blue	T1	Syndra	Taliyah	Lucian	LeBlanc	Thresh	2441	0	14	20	24	2	1	0	0	0	0.3441	0	3	3	3	3	1	0	2	0	NaN	0	0	1	2	0	0	1	1	0	4	8	1	1	1	1	76993	1892.4949	NaN	2803.5313	3518.2958	192	4.7194	78	1.9172	67	393	9.66	71879	45603	1120.9259	NaN	67950	-0.024709	NaN	1100	296	204	3	34.3138	15541	19418	368	15597	18760	346	-56	658	22	24661	31445	576	23452	29209	557	1209	2236	19
71	ESPORTSTMNT01/1302595	LCK	Spring	0	2020/2/5 6:34	1	10.02	Red	DAMWON Gaming	Rek'Sai	Elise	Akali	Orianna	Nautilus	2441	1	20	14	47	1	0	0	0	1	0.4916	1	3	3	3	3	0	1	2	0	NaN	0	0	0	0	2	1	1	1	1	8	4	0	0	1	1	81440	2001.8025	NaN	2832.0197	3200.8439	163	4.0066	85	2.0893	63	363	8.9226	75398	49122	1207.4232	NaN	69650	0.024709	NaN	1113	288	218	16	34.4367	15597	18760	346	15541	19418	368	56	-658	-22	23452	29209	557	24661	31445	576	-1209	-2236	-19
72	ESPORTSTMNT01/1302628	LCK	Spring	0	2020/2/5 9:00	2	10.02	Blue	DAMWON Gaming	Rek'Sai	Elise	Mordekaiser	Renekton	Aatrox	2870	0	10	18	23	0	0	0	0	0	0.2091	1	3	4	2	4	1	0	1	0	NaN	1	0	1	2	0	1	1	1	0	7	9	1	1	0	1	88057	1840.9129	NaN	3330.0418	5054.007	192	4.0139	102	2.1324	62	420	8.7805	80159	49507	1034.9895	NaN	78408	-0.026268	NaN	1192	314	215	17	31.4843	15762	19417	358	15654	18817	341	108	600	17	24740	30318	570	24285	30853	559	455	-535	11
73	ESPORTSTMNT01/1302628	LCK	Spring	0	2020/2/5 9:00	2	10.02	Red	T1	Taliyah	Akali	Lucian	Jarvan IV	Syndra	2870	1	18	10	42	2	0	0	0	1	0.3763	0	4	3	4	2	0	0	3	1	NaN	0	1	0	0	2	0	1	1	1	9	7	0	0	1	0	129396	2705.1429	NaN	2573.8328	3363.3449	206	4.3066	109	2.2787	58	506	10.5784	86655	56003	1170.7944	NaN	80495	0.026268	NaN	1273	339	228	21	33.7003	15654	18817	341	15762	19417	358	-108	-600	-17	24285	30853	559	24740	30318	570	-455	535	-11
74	ESPORTSTMNT01/1302635	LCK	Spring	0	2020/2/5 10:14	3	10.02	Blue	T1	Mordekaiser	Lucian	Taliyah	Syndra	Ryze	2837	1	9	7	23	0	0	0	0	1	0.1903	0	5	2	4	2	0	1	3	0	NaN	1	0	1	2	0	0	1	2	1	11	6	1	1	3	0	49873	1054.7691	NaN	1662.8058	2598.6112	243	5.1392	107	2.263	74	537	11.3571	86098	55783	1179.7603	NaN	83598	0.034658	NaN	1303	435	234	103	36.7571	16474	18448	334	15138	18048	333	1336	400	1	26333	29801	522	23574	28520	507	2759	1281	15
75	ESPORTSTMNT01/1302635	LCK	Spring	0	2020/2/5 10:14	3	10.02	Red	DAMWON Gaming	Rek'Sai	Elise	Akali	Nautilus	LeBlanc	2837	0	7	9	22	0	0	0	0	0	0.148	1	2	5	2	4	1	0	1	0	NaN	0	1	0	0	2	1	2	1	0	6	11	0	0	0	3	44433	939.718	NaN	1565.2238	2360.1128	209	4.4202	112	2.3687	80	418	8.8403	82303	51988	1099.4995	NaN	80750	-0.034658	NaN	1354	283	182	30	34.6211	15138	18048	333	16474	18448	334	-1336	-400	-1	23574	28520	507	26333	29801	522	-2759	-1281	-15
76	ESPORTSTMNT01/1302651	LCK	Spring	0	2020/2/5 11:33	1	10.02	Blue	KT Rolster	Irelia	Gragas	Akali	Nautilus	LeBlanc	1748	1	11	2	33	1	0	0	0	0	0.3776	1	4	0	4	0	0	1	1	2	NaN	0	0	1	1	1	1	1	0	1	9	3	0	0	1	0	42145	1446.6247	NaN	2419.7712	2589.1648	101	3.4668	51	1.7506	47	234	8.032	52942	33734	1157.9176	NaN	44025	0.054603	NaN	757	175	106	19	31.9908	14545	17867	309	15351	16905	304	-806	962	5	23149	28761	498	23247	28460	516	-98	301	-18
77	ESPORTSTMNT01/1302651	LCK	Spring	0	2020/2/5 11:33	1	10.02	Red	Gen.G	Olaf	Sett	Elise	Rumble	Blitzcrank	1748	0	2	11	6	0	0	0	0	1	0.0686	0	0	4	0	4	0	0	0	0	NaN	0	0	0	1	1	0	0	1	0	3	9	1	1	0	1	39327	1349.897	NaN	1978.1808	1827.3913	105	3.6041	39	1.3387	49	197	6.762	43176	23968	822.7002	NaN	41685	-0.054603	NaN	743	160	108	12	30.9954	15351	16905	304	14545	17867	309	806	-962	-5	23247	28460	516	23149	28761	498	98	-301	18
78	ESPORTSTMNT01/1292960	LCK	Spring	0	2020/2/5 13:10	2	10.02	Blue	Gen.G	Olaf	Aphelios	Jarvan IV	Aatrox	Mordekaiser	1609	1	8	0	25	1	0	0	0	1	0.2983	1	4	0	4	0	1	0	1	2	NaN	0	0	1	2	0	1	1	0	1	9	2	1	1	2	0	31993	1193.0267	NaN	1662.5482	2159.8135	98	3.6544	38	1.417	42	211	7.8682	49933	32143	1198.6203	NaN	42785	0.110416	NaN	763	203	97	50	36.0224	15251	18644	360	14639	18090	318	612	554	42	24823	29435	565	22647	28072	507	2176	1363	58
